id,cluster
W:\Users\Goldian\Desktop\data\images\images\\06NRUzV5YZFxbMi37h8SJQaIdfmclDk4GuvHKgWE.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06nSFwhAtQ5RaYWK4eUrHpZzEkfxD8muVJgP1vXL.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06OCp4gGy7JW5DdqlKuw8PiHaSjeXLtVN1YZBIbo.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06oOrbXFg4zJYuWNmekEwSjGyhApPiqTfI7VlZnC.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06PeqIkaWcQ5pzMKbNgf9lYdmtJUw4uAxOoyD3vB.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06qoM3yWf7EDdUZ5S9xXnk82amwTKstiBFHIvAer.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06QYs9TZhreNluWOEaoIpb45SfAnmcHJvR27LiM8.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06WZygbVjFTBSAekmz74d2prwEUaR3MKshvxIPCl.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06yAwiJBEbxtGlzD9kOKer1uINTsfVSdZmMpgcj8.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\06ZGNM3qWYyh8XebEaVCp4gflSzoBviLDURkdjJw.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\071U9XVhsgpy2luM8iTjzdZPbNSQ3RW5akcGYo6x.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07cQOzfp8ZyRqW4TmwvulI1ahUPDVBXF2sAdtk9N.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07Fvbq4SM82I35tGKkfWREZsrDaPzmYonhuAylcj.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07HblyvBxtcdhpMYoD2EFr96mQRsSqA5N4nwaILO.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07kvoc6dm1UsN4RIY9Kt8rCLguDaWxPeh5zHynBG.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07lHI264SUVaz8p3yO9mnYiPNJFhoTGdxLRverbM.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07NeuYPK6gn3vlGRfEQdWpibtJIkHc415wBODMVm.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07QF5wouhgqZNdDCiEKcSeY6zRB1rsnXJtpLjfaI.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\07XltaN1JQ6mL9BFODyvrqgVhPSIEk54H3TduUes.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\083aPeUSwz4ufNEsnMkH21oIWidqZG5mjb9QAKDJ.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\083t9U5oVvKXyTzYR1fABicsuDhZqMedHWSk4PxG.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08ADHqnl92kcrpCXgQUvI5WPbNomfaRYTOFEwZV3.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08AUIK9m4lXp2aC3YOJEgRBtHFnrDMv6WkSqLedT.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08JKdoeNjFpC5yDqn9ARgEWLZHwcMkIVTxOPb43s.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08kQRhO4YMVP3usGqiX1lCoptyexBHbf7jJFNASW.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08MABOUICYRs1NSeK54HxFfQhruLcmol9wVEtDnd.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08mb5HvQy76qluaPMJfehREFCYLrODsNdp1GSA9W.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08mqcpEeQhYi6LHKJjNVFC9Mu1bwZWr2PzASntRO.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08NxI7Lyp5kQbPDrhj3iSzYTcwGJgZlO2WXt4Fqo.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08oZqWh5uQMsUJHawAjRXB1bdp4Y6rznIi2cVmLl.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08qu3TadOho4kpceA9ml2KIfb5GPNUDEFnCZ7YLr.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08ymHWNbwcGaVlATpY3XDLMsFuSZr9dg2f4PEo5n.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\08zWrFIwT3RjKbLGNAuV1JdMvgUsYcfoDS4tlQx9.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\095GX8SMyZJ2nfHWij6Lrs3RPadgEUNuwxklDpb1.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\098suOi5nAmG2p7F1EzXWtwUSBoxqdDIYyNcVZPC.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09aDvcO3o7BrydKsg4M1Vm5HfQl8FCTnILGwZEhq.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09ETib6o2kXLarmNHt7lxSCK3wOPAuYUvd4yhWFD.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09gBKGl71X8xPrLRcWDYHSUbdIJEjotihkAy56QZ.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09NvLAsyRnr7gHBZFxkjPuWVSqQ8YwlXbTO6Gaie.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09Ok8DS1zygxZiYcewULvIGmRlotXhBJN5Cp7A2b.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09rUdwibVQ2Tl81MHz56GXAWZjJuLEm4hOexgoqY.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09TU6XrejBmN7EHCfM1VytkoZsn4c2uOq58lRJbh.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09ueMdSKXLVw7zFHBEkUfNaqimhyGWClto1pDYsb.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09uN1r7ve4Yj2fHSqwUDWBCcPMmKI6GpsxayERdA.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09Xs2fv4AgFIPKBOeMaTJcqoWGUnpNurChD8Lbd5.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09yDkUu2ZbxIGSsJaVHtRY8PWjQBnzTLXqAp3cwF.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\09ZrvXSGxMsPaWwcdYz4qhLtHOu5UDeRVKQ1BAp3.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0a3Crk8QtmpdEfuo7lPD1xFqzcnbTG4NhLeVHKOw.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0a7Yse5rKFy3LkJpvmbnzqx4otQuGRCZ9Hf2SBhT.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0a8jMbkvQpI2RAZerVC4SqPo5XFsumd7Bc1YzxN6.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ab1PAMevXnKZTS4pdgzJ2q3CoFy6H8hsWljIBmx.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0aCgd1HMNthLcX5GYvikVSxloR2T7KQJzPbmjOWA.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ACtNxvRu86YoclsipbJIkfwa1GKXBZ5PqWym9Fh.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0adFJfKuh1Gg7jIkspNvUHiRPLVWYTe9S2cQCyl8.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0aGOnQZkpN41A9sEJMRuFvoeBqLIly36ixT2Sbfz.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AJCmS7rGEKj1YqWneoNFxPTaf3iZVtzvRch6HuU.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AjdsDnEFZM1mqfPLUg29WVIaHBG5TQ6rJo7ecKb.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0alEdSkpcOxojL82g7ueN5Vs6BmKM4DfGQ3ZCqvb.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AMhjz3fSHdDKwVUOEe7b6kxaQrJgiFvTcYGqsCn.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0aMS5LGNC9FVdcs3jmrUJYyx6tDwKI1BpQP8znXg.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0anEFlC91T7fHUwcyghqPpsrXtReAKo5xQ8OZuI2.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AnzK2ISgWfksHDFGeoXUCwYuJ857mRjV6bErylq.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AOUwW9ZxXcsLRHBKmMqSE1a5YIN4ivGtnlpuD7k.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ap3jKzifOUHDl6NtJ1weIG9gTLZCyE7WxcRhonq.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0apWQs4xwCXZOVkNfIHcLSJUG3oAgTmRPE9z12DK.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ArdKblqyJtIucGvPFfz56hZL4TaH7MpXNskgeij.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ATIhUWvKzySB4g27RGtEbdo9eYPaQq6f3C5HDLJ.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0atjqQyNXY5soL3fUEipb9Pc6VIWx8S7zmdMChOA.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AuixDqo4dk5bhlw2VPYORG9IzmtvN7WUEM3QH1T.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0avxQer34oXKTB9lyjVuA6hkFLwCisYNzqGpM1Eg.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0aX3jy9gRHMeESVAwZrxbfG7qdm5znvKh6o8PkTl.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0AXtHvuhNYSbfQZzy4L5EocD8RiKs36GnkOwMq2C.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0azGOcSjDyos7YEF1xUnrw9qfvLVRTP4NZek5lBm.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0azUk4fOyvZBR3QnEowWStMmgDKh6qP59G7sbjIc.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0B2tATORnsSJGUpYK5zQlMZkCgWNmidocrLVw31D.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0B51Q29UJd6sIHu7YMGSFEfALiC4kwZveKaVXDbR.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0BAeD3l8U2q46aFTprYCuxJSM1nbmKIyPEGtoXks.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0BAWciLeVXtdlsCbvN7gkGmaInQYz2u3PDFEf5ox.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bc1OvtY3eDUQprB5yh7aWLNimn4HowxRlzjgX9K.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bC9hZeXkc2QNqdiySgmFVp1vfOLr4o6aEA7DBUJ.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0BcK19ZNswYbQg2oJItlWunpkRGEmFLUaSXHC7Vd.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0Bjq2QrCnN39muW164lPvXbyA8dkHwzJSfo7ie5G.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0BMC58lrXPpcd9KU3fJyqnT1mz6Et4huYSsgeoQG.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bn5Ea7RBSYi3kWCqx4ALdXMyTGPzFrJOsVv8INf.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bo7HWwQgncxJzOL8P6NstkK5ayS1M3XlpiErZ9j.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bohPzJUKgvsniqY7jfQpOTAIe9CtSrLylu3VaE2.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bP2R3sBgA7e1kl9fSitKQoVGyIwN6ZJWjFDrUOp.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bp9VciF4hYJuxTRfWHOvPQCE1azDN56jMk3UgqS.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0BQDjgcZbTxqAPtMJ4S9vNOW7lCe85LRyf3XIsEU.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bsnpB6MJKdeXcQHigzDYuV947ONfrykwLxmZ32l.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bUE4DKqLkj1AzWS9gd8XChO7IwTHlMZBRscNrux.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0bZ2mjEv7gIpPy4fdMFcGYDQqi5BXSAo9wJ8WlUT.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0C4ZUFd8ySQiwt3v2uGheqgLKPmrRbcsYf9jE7xM.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0C6GvFPqZSe9UTw5tjm7yJBQngOcpiIoWd8KRXuM.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0c6hHxU4im3rAKpeDQnWjLPtw9zRvYubS5VoZCsq.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0c85OyH3t7ZUBfsCAgoqaYdNlJxnv2jiP4TEmRIe.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0c8Ih4q6dXJnxFlrAMSwo5YbmHPyW2kRpes1izBK.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cBvD9njEuGbeK3F54amtgZwWsdYUQyOoTlLViSq.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CDIlQmAatJU4sn7ZeghGK98p5wTYMzjRy2BrxEb.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CePmTQkbA7y6igBtY3fWRlGuq1Inj2Jaz8ZESx5.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cFqoLNCVefWa1K8Drphgk9PRIStOGvQBZi5T7UM.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cGJf8ePK6RpHVNIiZDMso9Xb4h12y5BwkLujQna.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0Cje7y9ODmPt13flzkUgQXuITohna54wGxEBJ8iR.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0ClqdNs962XtR1zLbnjpYM85PDkeWrEAmiFUSHcI.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cmFoxye9Mqbjs4QOGz8fZILX7UTWtwdHvl5ihRP.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CMp9zkwZJe6aNiQxFh4KnPXRvGELBjtIVd1ATr8.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cmxbPZh4zJf8pAasHQDrM2uvUViwn1G5SdjX79q.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cnXj7awqJkS9glAIoP18Thp4sRrEVBfvmLKYMiG.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0crt1PGeHhLaQCOJuZISdMjogl7xXw4Ab2ER6TKn.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CsUrRi2WtIbByHN6eXwvJQdSZ8o3z4A9jahkYcV.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CT1Uhvm34iz9ogPRd6xacY7jWQ5NXEGqubZtIr2.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0cVi6QXUt8uR1fBxzqajP3HAWKOJEy7sZvCkrYMn.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CzAhaHiyKqpgMPbUwBGJe9tYjV5sDlfT6XE7rxQ.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0CZL8Ri6WGxtHcus9zPfhom3vY5wDygnqVJkB1pA.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0d1tU4EsGqKF52uZkoQ9PCIhmarSAMngp8OVbxfW.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0d4utfzpy9EW71gbkixe6ADcMHKsJ3woaYUqj5PB.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0D5Y281zUdSiwyC7aILrGqh3XxsjBKotlZvVgkWR.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0d7jx21XlrfOAzmMvbNwWaZuS46sHRTqYpeiFPQt.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0d7pANjHlYLokau9QXgMUqfCw8WheSOIvJZbG3KE.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0D8mNCdSzojI1JMtE56fcLBw94YOsFuvZpGkaATV.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0dBpx5MfZNgLvtVhoFH3QDK7wz4eTO8GluJUEYai.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0Dc8UMiZSVuar7NXO4bAkhEtC2PfYwd6vm3yIoWK.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0dctlDZanH8FuROsUroBeWPNq1AL57z6JkyKQ9Ei.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0dEUHYMhWeIp7Z5lCVK4uXbqr3RjimToknzOw8QN.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0DfbKBjIeuTgsQGacrV8FlERxP14kZy7N3X9Lp5M.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0DFvUjLQZOqfrpJo71yBE9bTXhiImVucsAk6WtlR.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0DIhfVcLJqvwaCpBu9Xnrz6PUjGK3s1dWkelyxZY.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0diQMX5KqVhjCgruHRemfoF6xEAJwvsWcpGSaY32.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0djCuLHfaN9Qtnzb6eZKV5x27Evg1XiYymDr3hsA.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0dkTxSy2IUGKZhQJAswnN3iFWDXjPvMpgouBO48t.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0DlgLotjquJrOmTYAz84wncMISB59Ei1VsbN73fR.jpg,41
W:\Users\Goldian\Desktop\data\images\images\\0dnZIwucWoCyM3BlaXs1AeR2kfQUHx7J69hjb85q.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0dql2jwyxgP3bHT9Jfm5XDtvWiRUhIEQFYLoCu4a.jpg,-1
W:\Users\Goldian\Desktop\data\images\images\\0DsANwrx5YW3K2SJupaMP6bLfqE9dhvegkGlFCUI.jpg,-1
